,umur,produk,nilai_produk,jumlah_review,tempat_beli,jenis,kategori,tipe_kulit,waktu_pemakaian,penggunaan,kepuasan,warna_kulit,tone_kulit,value
1,19 - 24,Ultralight Hydraglow Day Cream,4.9,880,youtube,Day Cream,Moisturizer,Normal,Less than 1 week,1,5,Medium Light,Neutral,1
9,18 and Under,Oil Free Brightening Daily Moisturizer,4.9,1089,Brand website,Lotion \\u0026 Emulsion,Moisturizer,Oily,Less than 1 week,1,5,Medium Dark,Neutral,1
14,19 - 24,C White Lightening Serum,4.8,2432,FD Try and Review,Serum \\u0026 Essence,Treatment,Normal,Less than 1 week,1,5,Medium Light,Neutral,1
20,19 - 24,Oil Free Brightening Daily Moisturizer,4.9,1088,Instagram,Lotion \\u0026 Emulsion,Moisturizer,Oily,Less than 1 week,1,4,Medium Light,Neutral,1
31,25 - 29,Oil Free Brightening Daily Moisturizer,3.5,19,Official Brand Store,Lotion \\u0026 Emulsion,Moisturizer,Normal,1 week - 1 month,1,5,Light,Neutral,1
44,18 and Under,Ultralight Hydraglow Day Cream,4.8,2431,Instagram,Day Cream,Moisturizer,Normal,Less than 1 week,1,5,Medium Light,Neutral,1
47,18 and Under,C White Lightening Serum,4.9,104,Instagram,Serum \\u0026 Essence,Treatment,Normal,Less than 1 week,1,5,Medium Light,Neutral,1
50,25 - 29,C-White Perfect Radiance Night Moisturizer,4.8,2430,Shopee,Night Cream,Moisturizer,Oily,Less than 1 week,1,5,Medium Light,Neutral,1
53,25 - 29,C White Lightening Serum,4.6,5,Shopee,Serum \\u0026 Essence,Treatment,Oily,Less than 1 week,1,5,Medium Light,Neutral,1
62,25 - 29,Ultralight Hydraglow Day Cream,4.8,2429,Shopee,Day Cream,Moisturizer,Normal,Less than 1 week,0,5,Medium,Neutral,1
65,25 - 29,C White Lightening Serum,4.7,38,Shopee,Serum \\u0026 Essence,Treatment,Normal,Less than 1 week,0,5,Medium,Neutral,1
92,30 - 34,Acne Gentle Cleansing Foam,4.3,67,Instagram,Facial Wash,Cleanser,Normal,1 week - 1 month,1,5,Medium,Neutral,1
94,19 - 24,Acne Gentle Cleansing Foam,4.8,3520,Shopee,Facial Wash,Cleanser,Normal,1 week - 1 month,1,5,Medium,Warm,1
98,18 and Under,Hydrasoothe Sunscreen Gel SPF 45+++,4.9,1086,Lazada,Sun Protection,Moisturizer,Oily,Less than 1 week,1,5,Medium Dark,Warm,1
103,18 and Under,Oil Free Brightening Daily Moisturizer,4.4,90,FD Try and Review,Lotion \\u0026 Emulsion,Moisturizer,Normal,3 months - 6 months,1,5,Medium,Neutral,1
113,25 - 29,Acne Gentle Cleansing Foam,4.3,127,Shopee,Facial Wash,Cleanser,Combination,1 week - 1 month,1,5,Medium Light,Neutral,1
129,19 - 24,Oil Free Brightening Daily Moisturizer,4.4,77,Shopee,Lotion \\u0026 Emulsion,Moisturizer,Normal,1 week - 1 month,0,4,Medium,Neutral,1
146,19 - 24,Ultralight Hydraglow Day Cream,4.5,2140,Brand website,Day Cream,Moisturizer,Normal,Less than 1 week,1,5,Light,Neutral,1
149,19 - 24,C White Lightening Serum,4.4,34,Brand website,Serum \\u0026 Essence,Treatment,Normal,Less than 1 week,1,5,Light,Neutral,1
163,18 and Under,Acne Gentle Cleansing Foam,4.3,79,Brand website,Facial Wash,Cleanser,Dry,More than 1 year,0,5,Light,Neutral,1
177,25 - 29,Miraclear Herbal Peeling Serum,3.9,31,Shopee,Peeling,Treatment,Combination,1 month - 3 months,0,5,Medium Dark,Warm,1
207,18 and Under,Ultralight Hydraglow Day Cream,4.8,195,Brand website,Day Cream,Moisturizer,Combination,1 week - 1 month,0,5,Medium Light,Neutral,1
229,18 and Under,Ultralight Hydraglow Day Cream,4.3,22,FD Try and Review,Day Cream,Moisturizer,Oily,Less than 1 week,1,5,Light,Neutral,1
233,19 - 24,C White Lightening Serum,4.7,48,FD Try and Review,Serum \\u0026 Essence,Treatment,Oily,Less than 1 week,1,5,Light,Neutral,1
249,25 - 29,C-White Perfect Radiance Night Moisturizer,4.8,199,Gift,Night Cream,Moisturizer,Normal,Less than 1 week,1,5,Medium,Neutral,1
265,35 - 39,Ultralight Hydraglow Day Cream,4.3,272,Shopee,Day Cream,Moisturizer,Normal,Less than 1 week,1,5,Medium,Neutral,1
272,18 and Under,Oil Free Brightening Daily Moisturizer,5.0,2,Shopee,Lotion \\u0026 Emulsion,Moisturizer,Combination,1 week - 1 month,1,4,Medium Light,Neutral,1
280,25 - 29,Hydrasoothe Sunscreen Gel SPF 45+++,4.7,2922,Shopee,Sun Protection,Moisturizer,Combination,Less than 1 week,0,5,Medium Dark,Warm,1
313,25 - 29,Oil Free Brightening Daily Moisturizer,4.9,17,PR Package,Lotion \\u0026 Emulsion,Moisturizer,Oily,Less than 1 week,1,5,Medium Light,Warm,1
325,25 - 29,Acne Gentle Cleansing Foam,4.4,848,Instagram,Facial Wash,Cleanser,Normal,Less than 1 week,1,5,Medium,Neutral,1
338,18 and Under,Acne Gentle Cleansing Foam,4.6,229,Instagram,Facial Wash,Cleanser,Oily,1 week - 1 month,1,5,Medium Light,Cool,1
349,25 - 29,Acne Gentle Cleansing Foam,4.0,241,Gift,Facial Wash,Cleanser,Oily,1 week - 1 month,1,5,Dark,Neutral,1
372,18 and Under,Oil Free Brightening Daily Moisturizer,3.9,11,Aster,Lotion \\u0026 Emulsion,Moisturizer,Combination,3 months - 6 months,1,5,Medium,Neutral,1
377,25 - 29,C-White Perfect Radiance Night Moisturizer,4.8,45,Instagram,Night Cream,Moisturizer,Combination,1 week - 1 month,1,5,Medium Light,Neutral,1
378,19 - 24,Acne Gentle Cleansing Foam,4.7,45,Shopee,Facial Wash,Cleanser,Combination,Less than 1 week,1,4,Medium Light,Neutral,1
383,25 - 29,C White Lightening Serum,4.9,16,Instagram,Serum \\u0026 Essence,Treatment,Combination,1 week - 1 month,1,5,Medium Light,Neutral,1
386,35 - 39,Pore Tightening & Oil Control Moist Serum,4.3,257,Shopee,Serum \\u0026 Essence,Treatment,Normal,1 week - 1 month,1,5,Medium,Neutral,1
419,19 - 24,Miraclear Herbal Peeling Serum,4.6,226,Shopee,Peeling,Treatment,Oily,1 month - 3 months,1,5,Medium Light,Neutral,1
432,19 - 24,Acne Gentle Cleansing Foam,3.8,1919,Shopee,Facial Wash,Cleanser,Combination,1 week - 1 month,1,5,Medium Light,Neutral,1
440,18 and Under,Oil Free Brightening Daily Moisturizer,4.9,873,Shopee,Lotion \\u0026 Emulsion,Moisturizer,Oily,1 month - 3 months,0,3,Medium,Neutral,0
453,19 - 24,Ultralight Hydraglow Day Cream,4.8,6,Instagram,Day Cream,Moisturizer,Normal,1 week - 1 month,1,5,Medium Light,Neutral,1
463,25 - 29,Pore Tightening & Oil Control Moist Serum,4.7,275,FD Try and Review,Serum \\u0026 Essence,Treatment,Combination,Less than 1 week,1,5,Medium Light,Neutral,1
468,18 and Under,Pore Tightening & Oil Control Moist Serum,4.9,871,Brand website,Serum \\u0026 Essence,Treatment,Normal,Less than 1 week,1,5,Medium,Neutral,1
481,19 - 24,Ultralight Hydraglow Day Cream,4.6,49,Instagram,Day Cream,Moisturizer,Oily,Less than 1 week,1,5,Medium,Warm,1
491,30 - 34,C White Night Moisturizer,4.2,89,Brand website,Night Cream,Moisturizer,Dry,Less than 1 week,1,5,Medium,Warm,1
495,19 - 24,C White Lightening Serum,4.9,72,Instagram,Serum \\u0026 Essence,Treatment,Oily,Less than 1 week,1,5,Medium,Warm,1
496,18 and Under,Hydrasoothe Sunscreen Gel SPF 45+++,3.0,2,Tokopedia,Sun Protection,Moisturizer,Combination,1 month - 3 months,1,4,Medium Light,Neutral,1
503,25 - 29,Hydrasoothe Sunscreen Gel SPF 45+++,4.8,6,Instagram,Sun Protection,Moisturizer,Combination,Less than 1 week,1,5,Medium Light,Neutral,1
510,30 - 34,Pore Tightening & Oil Control Moist Serum,4.8,10,Shopee,Serum \\u0026 Essence,Treatment,Combination,Less than 1 week,1,5,Medium Light,Neutral,1
522,25 - 29,Ultralight Hydraglow Day Cream,4.9,7,Guardian,Day Cream,Moisturizer,Combination,3 months - 6 months,0,5,Medium Dark,Neutral,1
525,18 and Under,Pore Tightening & Oil Control Moist Serum,5.0,245,Whatsapp,Serum \\u0026 Essence,Treatment,Combination,Less than 1 week,1,5,Medium Light,Neutral,1
536,25 - 29,Anti Acne & Brightening Serum,4.7,40,Shopee,Acne Treatment,Treatment,Combination,1 month - 3 months,0,5,Light,Neutral,1
540,19 - 24,Matte My Day Hydraveil Primer Serum,4.8,4,Brand website,Corrector \\u0026 Primer,Face,Oily,1 month - 3 months,0,5,Medium Light,Warm,1
548,25 - 29,Pore Tightening & Oil Control Moist Serum,4.7,638,FD Flash Sale,Serum \\u0026 Essence,Treatment,Combination,1 week - 1 month,1,5,Medium,Neutral,1
567,25 - 29,Pore Tightening & Oil Control Moist Serum,5.0,220,Instagram,Serum \\u0026 Essence,Treatment,Normal,Less than 1 week,1,5,Medium,Neutral,1
585,18 and Under,Let It Glow Hydraveil Primer Serum,5.0,1,Gift,Corrector \\u0026 Primer,Face,Dry,Less than 1 week,1,5,Medium Light,Neutral,1
606,19 - 24,Pore Tightening & Oil Control Moist Serum,4.8,805,Shopee,Serum \\u0026 Essence,Treatment,Combination,1 week - 1 month,1,5,Medium,Neutral,1
614,19 - 24,Ultralight Hydraglow Day Cream,4.1,133,Brand website,Day Cream,Moisturizer,Normal,1 week - 1 month,1,5,Medium Light,Neutral,1
617,18 and Under,C White Lightening Serum,4.4,483,Brand website,Serum \\u0026 Essence,Treatment,Normal,1 week - 1 month,1,5,Medium Light,Neutral,1
628,18 and Under,Black Head Remover Mask,4.2,3705,Instagram,Nose Pack,Mask,Normal,Less than 1 week,1,5,Medium Light,Neutral,1
665,19 - 24,Pore Tightening & Oil Control Moist Serum,4.0,3,FD Try and Review,Serum \\u0026 Essence,Treatment,Normal,1 week - 1 month,1,5,Medium Light,Warm,1
671,25 - 29,Pore Tightening & Oil Control Moist Serum,4.4,474,Instagram,Serum \\u0026 Essence,Treatment,Combination,Less than 1 week,1,5,Medium,Neutral,1
687,19 - 24,Ultralight Hydraglow Day Cream,4.5,13,Instagram,Day Cream,Moisturizer,Combination,Less than 1 week,1,5,Light,Neutral,1
708,19 - 24,Hydrasoothe Sunscreen Gel SPF 45+++,4.4,611,Tokopedia,Sun Protection,Moisturizer,Combination,1 week - 1 month,1,5,Medium Light,Warm,1
715,19 - 24,Ultralight Hydraglow Day Cream,4.9,57,Shopee,Day Cream,Moisturizer,Combination,3 months - 6 months,1,4,Medium,Warm,0
717,25 - 29,C White Lightening Serum,4.7,15,Shopee,Serum \\u0026 Essence,Treatment,Combination,1 week - 1 month,1,4,Medium,Warm,0
741,19 - 24,Pore Tightening & Oil Control Moist Serum,4.7,79,FD Try and Review,Serum \\u0026 Essence,Treatment,Normal,Less than 1 week,1,5,Medium Light,Warm,1
742,18 and Under,C White Night Moisturizer,4.8,44,Instagram,Night Cream,Moisturizer,Combination,Less than 1 week,1,5,Medium Light,Neutral,1
770,19 - 24,Pore Tightening & Oil Control Moist Serum,4.5,6,Shopee,Serum \\u0026 Essence,Treatment,Normal,Less than 1 week,1,5,Medium Dark,Neutral,1
776,19 - 24,Oil Free Brightening Daily Moisturizer,4.5,52,Shopee,Lotion \\u0026 Emulsion,Moisturizer,Normal,1 week - 1 month,1,5,Light,Cool,1
784,18 and Under,C White Lightening Serum,4.3,16,Instagram,Serum \\u0026 Essence,Treatment,Combination,1 month - 3 months,0,5,Medium Light,Neutral,1
785,19 - 24,C White Night Moisturizer,4.2,417,Instagram,Night Cream,Moisturizer,Combination,1 month - 3 months,0,5,Medium Light,Neutral,1
804,19 - 24,Pore Tightening & Oil Control Moist Serum,5.0,4,FD Try and Review,Serum \\u0026 Essence,Treatment,Combination,1 month - 3 months,1,4,Medium Dark,Neutral,1
811,19 - 24,Hydrasoothe Sunscreen Gel SPF 45+++,4.9,126,Sociolla,Sun Protection,Moisturizer,Oily,1 month - 3 months,1,5,Medium,Warm,1
815,19 - 24,Oil Free Brightening Daily Moisturizer,4.9,625,Shopee,Lotion \\u0026 Emulsion,Moisturizer,Combination,Less than 1 week,1,5,Medium,Neutral,1
836,19 - 24,Revitalizing Anti aging serum,4.7,40,Instagram,Serum \\u0026 Essence,Treatment,Combination,Less than 1 week,1,5,Light,Neutral,1
838,19 - 24,Pore Tightening & Oil Control Moist Serum,4.7,21,Instagram,Serum \\u0026 Essence,Treatment,Combination,Less than 1 week,1,5,Light,Neutral,1
844,25 - 29,Oil Free Brightening Daily Moisturizer,4.9,1076,FD Try and Review,Lotion \\u0026 Emulsion,Moisturizer,Oily,Less than 1 week,1,5,Medium,Cool,1
849,18 and Under,Anti Acne & Brightening Serum,4.4,12345,Tokopedia,Acne Treatment,Treatment,Oily,3 months - 6 months,1,4,Medium Light,Warm,1
851,19 - 24,Hydrasoothe Sunscreen Gel SPF 45+++,4.8,7948,Tokopedia,Sun Protection,Moisturizer,Oily,3 months - 6 months,1,5,Medium Light,Warm,1
852,18 and Under,Acne Gentle Cleansing Foam,4.7,67,Instagram,Facial Wash,Cleanser,Combination,1 week - 1 month,1,5,Medium Light,Neutral,1
858,19 - 24,Pore Tightening & Oil Control Moist Serum,4.2,239,Shopee,Serum \\u0026 Essence,Treatment,Combination,Less than 1 week,1,5,Dark,Warm,1
866,25 - 29,Oil Free Brightening Daily Moisturizer,4.6,116,Beauty Studio,Lotion \\u0026 Emulsion,Moisturizer,Normal,Less than 1 week,1,5,Medium Light,Neutral,1
875,19 - 24,Pore Tightening & Oil Control Moist Serum,4.6,1164,Shopee,Serum \\u0026 Essence,Treatment,Normal,Less than 1 week,0,5,Medium Light,Neutral,1
923,19 - 24,Ultralight Hydraglow Day Cream,3.8,635,Shopee,Day Cream,Moisturizer,Normal,Less than 1 week,0,5,Medium,Neutral,1
924,19 - 24,C White Lightening Serum,3.8,635,Shopee,Serum \\u0026 Essence,Treatment,Normal,Less than 1 week,0,5,Medium,Neutral,1
933,18 and Under,Skinfit Essence Toner,4.0,765,Shopee,Toner,Cleanser,Oily,1 week - 1 month,1,4,Medium Light,Warm,1
936,18 and Under,C-White Perfect Radiance Night Moisturizer,5.0,11,Instagram,Night Cream,Moisturizer,Combination,1 week - 1 month,0,5,Medium Light,Neutral,1
955,19 - 24,Acne Gentle Cleansing Foam,4.3,3,Instagram,Facial Wash,Cleanser,Normal,Less than 1 week,1,5,Medium,Neutral,1
960,25 - 29,C-White Perfect Radiance Night Moisturizer,3.6,12,tiktok,Night Cream,Moisturizer,Normal,1 week - 1 month,0,5,Dark,Neutral,1
961,25 - 29,Pore Tightening & Oil Control Moist Serum,4.2,416,FD Try and Review,Serum \\u0026 Essence,Treatment,Normal,Less than 1 week,1,5,Medium,Neutral,1
963,25 - 29,C White Lightening Serum,4.8,9,shopee,Serum \\u0026 Essence,Treatment,Normal,1 week - 1 month,0,5,Dark,Neutral,1
983,25 - 29,Ultralight Hydraglow Day Cream,4.1,17,Shopee,Day Cream,Moisturizer,Combination,Less than 1 week,1,5,Medium Dark,Warm,1
989,19 - 24,Acne Gentle Cleansing Foam,3.9,36,Instagram,Facial Wash,Cleanser,Normal,Less than 1 week,1,5,Medium,Neutral,1
997,25 - 29,Pore Tightening & Oil Control Moist Serum,2.7,48,Instagram,Serum \\u0026 Essence,Treatment,Normal,Less than 1 week,1,5,Medium,Neutral,1
999,19 - 24,Ultralight Hydraglow Day Cream,4.8,3514,Shopee,Day Cream,Moisturizer,Combination,Less than 1 week,1,5,Medium,Warm,1
1000,25 - 29,Pore Tightening & Oil Control Moist Serum,4.8,24,Instagram,Serum \\u0026 Essence,Treatment,Oily,1 week - 1 month,0,5,Medium Light,Neutral,1
1013,30 - 34,C White Lightening Serum,3.0,374,Shopee,Serum \\u0026 Essence,Treatment,Combination,Less than 1 week,1,5,Medium,Warm,1
1026,25 - 29,Hydrasoothe Sunscreen Gel SPF 45+++,4.3,1088,Instagram,Sun Protection,Moisturizer,Dry,1 week - 1 month,0,5,Medium,Neutral,1
1042,25 - 29,Oil Free Brightening Daily Moisturizer,4.8,19,Shopee,Lotion \\u0026 Emulsion,Moisturizer,Normal,Less than 1 week,1,5,Light,Cool,1
1043,18 and Under,C-White Perfect Radiance Night Moisturizer,4.2,3350,Shopee,Night Cream,Moisturizer,Normal,Less than 1 week,1,5,Light,Cool,1
1056,19 - 24,Ultralight Hydraglow Day Cream,4.9,20,Instagram,Day Cream,Moisturizer,Normal,1 month - 3 months,0,5,Medium Light,Neutral,1
1062,30 - 34,Hydrasoothe Sunscreen Gel SPF 45+++,4.3,119,Gift,Sun Protection,Moisturizer,Combination,1 week - 1 month,1,5,Medium,Warm,1
1068,18 and Under,Acne Gentle Cleansing Foam,4.1,10,Gift,Facial Wash,Cleanser,Combination,Less than 1 week,1,5,Light,Cool,1
1077,25 - 29,Ultralight Hydraglow Day Cream,4.8,42,FD Try and Review,Day Cream,Moisturizer,Combination,Less than 1 week,0,5,Medium,Cool,1
1086,19 - 24,Pore Tightening & Oil Control Moist Serum,2.5,315,Instagram,Serum \\u0026 Essence,Treatment,Normal,Less than 1 week,1,5,Medium Light,Neutral,1
1100,30 - 34,C White Lightening Serum,5.0,2,Guardian,Serum \\u0026 Essence,Treatment,Dry,6 months - 1 year,0,5,Light,Neutral,1
1141,25 - 29,Ultralight Hydraglow Day Cream,4.9,859,FD Try and Review,Day Cream,Moisturizer,Normal,Less than 1 week,0,5,Medium,Neutral,1
1145,30 - 34,C White Lightening Serum,4.0,1,Tokopedia,Serum \\u0026 Essence,Treatment,Combination,1 week - 1 month,0,5,Medium Light,Neutral,1
1147,19 - 24,C White Night Moisturizer,4.7,39,Shopee,Night Cream,Moisturizer,Combination,1 month - 3 months,1,5,Medium,Neutral,1
1151,40 - 44,C-White Perfect Radiance Night Moisturizer,4.0,19,Shopee,Night Cream,Moisturizer,Combination,1 month - 3 months,1,5,Medium,Neutral,1
1157,18 and Under,Ultralight Hydraglow Day Cream,4.9,122,Gift,Day Cream,Moisturizer,Combination,1 week - 1 month,1,5,Medium,Neutral,1
1158,19 - 24,C White Lightening Serum,4.5,94,Gift,Serum \\u0026 Essence,Treatment,Combination,1 week - 1 month,1,4,Medium,Neutral,1
1162,19 - 24,Pore Tightening & Oil Control Moist Serum,4.6,902,Instagram,Serum \\u0026 Essence,Treatment,Dry,1 week - 1 month,1,5,Medium,Neutral,1
1174,19 - 24,Ultralight Hydraglow Day Cream,5.0,123,Shopee,Day Cream,Moisturizer,Combination,1 week - 1 month,1,5,Medium Light,Neutral,1
1176,19 - 24,C White Lightening Serum,4.9,2394,Shopee,Serum \\u0026 Essence,Treatment,Combination,1 week - 1 month,1,5,Medium Light,Neutral,1
1200,25 - 29,Ultralight Hydraglow Day Cream,5.0,182,Brand website,Day Cream,Moisturizer,Combination,Less than 1 week,1,5,Light,Neutral,1
1202,25 - 29,C White Lightening Serum,4.7,13,Brand website,Serum \\u0026 Essence,Treatment,Combination,Less than 1 week,1,5,Light,Neutral,1
1224,30 - 34,C White Lightening Serum,4.2,1367,Instagram,Serum \\u0026 Essence,Treatment,Combination,Less than 1 week,0,5,Medium Light,Neutral,1
1225,35 - 39,C White Night Moisturizer,4.1,1233,Instagram,Night Cream,Moisturizer,Combination,Less than 1 week,0,5,Medium Light,Neutral,1
1237,19 - 24,Eyeluminate Firming Serum,4.4,26,Tokopedia,Eye Serum,Eye Treatment,Normal,1 week - 1 month,1,4,Medium Light,Cool,1
1261,25 - 29,Pore Tightening & Oil Control Moist Serum,4.2,1400,FD Try and Review,Serum \\u0026 Essence,Treatment,Normal,Less than 1 week,1,5,Medium Light,Neutral,1
1274,30 - 34,Oil Free Brightening Daily Moisturizer,4.2,66,Beauty Studio,Lotion \\u0026 Emulsion,Moisturizer,Normal,1 week - 1 month,0,5,Light,Neutral,1
1292,19 - 24,Oil Free Brightening Daily Moisturizer,4.3,255,Instagram,Lotion \\u0026 Emulsion,Moisturizer,Oily,Less than 1 week,1,5,Medium Dark,Neutral,1
1297,19 - 24,Ultralight Hydraglow Day Cream,3.5,23,Beauty Studio,Day Cream,Moisturizer,Dry,Less than 1 week,0,5,Medium,Warm,1
1299,25 - 29,C White Lightening Serum,4.7,23,Instagram,Serum \\u0026 Essence,Treatment,Combination,Less than 1 week,1,5,Light,Neutral,1
1336,19 - 24,Ultralight Hydraglow Day Cream,4.5,15,Whatsapp,Day Cream,Moisturizer,Oily,1 month - 3 months,1,5,Light,Cool,1
1348,25 - 29,C White Lightening Serum,4.4,246,Whatsapp,Serum \\u0026 Essence,Treatment,Oily,1 week - 1 month,1,5,Light,Cool,1
1379,19 - 24,Oil Free Brightening Daily Moisturizer,5.0,10,Instagram,Lotion \\u0026 Emulsion,Moisturizer,Normal,1 week - 1 month,1,5,Medium Light,Neutral,1
1407,19 - 24,Pore Tightening & Oil Control Moist Serum,3.8,36,Instagram,Serum \\u0026 Essence,Treatment,Oily,Less than 1 week,0,5,Light,Neutral,1
1417,19 - 24,C-White Perfect Radiance Night Moisturizer,4.8,6,Shopee,Night Cream,Moisturizer,Combination,Less than 1 week,0,5,Medium,Neutral,1
1420,19 - 24,C White Lightening Serum,4.2,3346,Shopee,Serum \\u0026 Essence,Treatment,Combination,Less than 1 week,0,5,Medium,Neutral,1
1422,19 - 24,Ultralight Hydraglow Day Cream,5.0,6,Shopee,Day Cream,Moisturizer,Normal,Less than 1 week,1,5,Light,Neutral,1
1425,19 - 24,C White Lightening Serum,4.2,156,Shopee,Serum \\u0026 Essence,Treatment,Normal,Less than 1 week,1,5,Light,Neutral,1
1430,19 - 24,Aqua Essence Sun Shield Serum SPF 50 PA+++,4.1,468,Shopee,Sun Protection,Moisturizer,Dry,1 month - 3 months,1,2,Medium,Neutral,0
1450,19 - 24,C White Lightening Serum,4.9,9,Instagram,Serum \\u0026 Essence,Treatment,Dry,1 week - 1 month,0,5,Medium Light,Warm,1
1456,19 - 24,C White Night Moisturizer,4.2,49,Instagram,Night Cream,Moisturizer,Dry,1 week - 1 month,1,5,Medium Light,Warm,1
1457,25 - 29,Oil Free Brightening Daily Moisturizer,4.3,302,Shopee,Lotion \\u0026 Emulsion,Moisturizer,Normal,1 month - 3 months,1,5,Medium,Neutral,1
1480,18 and Under,C White Lightening Serum,4.6,10,shopee,Serum \\u0026 Essence,Treatment,Dry,1 week - 1 month,0,5,Medium Light,Neutral,1
1495,19 - 24,Pore Tightening & Oil Control Moist Serum,4.8,118,Instagram,Serum \\u0026 Essence,Treatment,Combination,Less than 1 week,1,5,Medium Dark,Neutral,1
1505,40 - 44,Oil Free Brightening Daily Moisturizer,4.0,2556,Brand website,Lotion \\u0026 Emulsion,Moisturizer,Combination,1 week - 1 month,1,5,Medium Light,Neutral,1
1510,19 - 24,Ultralight Hydraglow Day Cream,5.0,1,Lazada,Day Cream,Moisturizer,Normal,1 week - 1 month,0,5,Medium Light,Neutral,1
1512,19 - 24,C White Lightening Serum,4.0,1,Lazada,Serum \\u0026 Essence,Treatment,Normal,1 week - 1 month,1,5,Medium Light,Neutral,1
1516,19 - 24,C White Lightening Serum,5.0,28,Shopee,Serum \\u0026 Essence,Treatment,Combination,1 week - 1 month,1,5,Medium Dark,Warm,1
1559,19 - 24,Ultralight Hydraglow Day Cream,4.7,80,Shopee,Day Cream,Moisturizer,Normal,Less than 1 week,1,5,Medium Light,Neutral,1
